,categoria,subcategoria,marca,nombre,descripcion,precio,numero_valoraciones,valoracion,num_variaciones,fecha_extraccion,url_producto,formato,responsabilidad,efecto_sombra,efecto_labios,efecto_mascara,formulacion,tipo_piel,cobertura,acabado,textura
1041,Labios,Gloss/ Brillo labial,Natasha Denona,My Dream,Brillo de labios,30.99,123,4.6,0,2025-05-06,https://www.sephora.es/p/my-dream--brillo-de-labios-619662.html,Standard,,,"Hidratante, Brillante / Glossy",,,,,,Liquido
1042,Rostro,Antiojeras & corrector,Milk Makeup,Future Cream All Over,Corrector,34.99,283,4.3,21,2025-05-06,https://www.sephora.es/p/future-cream-all-over---corrector-P10043428.html,"Standard, Set/Estuche/Kit","Vegano, Naturality",,,,,Todo tipo de pieles,Media,"Natural, Mate",
1043,Rostro,Primer & spray fijador,Hourglass,Vanish Airbrush Primer,Prebase de maquillaje,70.0,0,0.0,2,2025-05-06,https://www.sephora.es/p/vanish-airbrush-primer---prebase-de-maquillaje-P10023818.html,,Vegano,,,,,,,,
1044,Rostro,Antiojeras & corrector,Charlotte Tilbury,Beautiful Skin Radiant Concealer,Corrector luminoso,37.0,986,4.1,27,2025-05-06,https://www.sephora.es/p/beautiful-skin-radiant-concealer---corrector-luminoso-P10043201.html,Standard,,,,,,Todo tipo de pieles,Media,,Liquido
1045,Labios,Barra de labios,Dior,Rouge Dior Forever,Barra de labios sin transfer - Color intenso y confort,51.0,441,4.3,27,2025-05-06,https://www.sephora.es/p/rouge-dior-forever---barra-de-labios-sin-transfer---color-intenso-y-confort-P10041224.html,Standard,,,"Larga duración, Brillante / Glossy, Mate",,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel sensible",Total,Mate,Crema
1046,Ojos,Lápiz de ojos & khol,Guerlain,CONTOUR G,Lápiz de ojos de color intenso,32.0,2,5.0,5,2025-05-06,https://www.sephora.es/p/contour-g---l%c3%a1piz-de-ojos-de-color-intenso-P10026971.html,Standard,,Mate,,,,,,,
1047,Ojos,Máscara de pestañas,Guerlain,Noir G,Máscara de Curva y Volumen Intenso 24H,44.0,52,4.4,2,2025-05-06,https://www.sephora.es/p/noir-g---mascara-courbe-volume-intense-24h-P10026970.html,,,,,,,,,,
1048,Ojos,Paleta de sombras de ojos,Guerlain,Ombres G,Sombras de Ojos en 4 Tonos,78.0,33,4.9,8,2025-05-06,https://www.sephora.es/p/ombres-g---paleta-de-sombra-de-ojos-de-4-colores-P10026969.html,Set/Estuche/Kit,,"Mate, Metalizado, Brillante",,,,Todo tipo de pieles,,,Polvo compacto
1049,Rostro,Base de maquillaje,Dior,Dior Forever Natural Velvet,Base de maquillaje compacta de larga duración,71.0,37,4.4,8,2025-05-06,https://www.sephora.es/p/dior-forever-natural-velvet---base-de-maquillaje-compacta-de-larga-duracion-P10042108.html,Standard,,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa",,"Natural, Mate",Polvo compacto
1050,Labios,Barra de labios,Givenchy,Le Rouge Interdit Intense Silk,Barra de labios,47.0,248,4.6,21,2025-05-06,https://www.sephora.es/p/le-rouge-interdit-intense-silk-barra-de-labios-P10042950.html,,Refillable,,Hidratante,,No comedogénico,,,Mate,
1051,Labios,Barra de labios,Givenchy,Le Rouge Interdit Intense Silk,Recarga barra de labios,35.0,21,4.6,2,2025-05-06,https://www.sephora.es/p/le-rouge-interdit-intense-silk-barra-de-labios-P10042951.html,,,,,,No comedogénico,,,,Bálsamo
1052,Pinceles & accesorios,Brocha rostro,Pat McGrath Labs,Skin Fetish Sublime Perfection,Brocha para colorete,37.99,6,4.7,0,2025-05-06,https://www.sephora.es/p/skin-fetish-sublime-perfection---brocha-para-colorete-617547.html,Standard,,,,,No comedogénico,Todo tipo de pieles,,,
1053,Rostro,Colorete,Pat McGrath Labs,Skin Fetish Divine Blush Dúo,Colorete,44.99,506,4.8,0,2025-05-06,https://www.sephora.es/p/skin-fetish-divine-blush-duo---colorete-617542.html,Standard,,,,,,Todo tipo de pieles,Media,Mate,Polvo compacto
1054,Rostro,Iluminador,Pat McGrath Labs,Iluminador Skin Fetish Divine Glow,Iluminador,55.99,21,4.0,2,2025-05-06,https://www.sephora.es/p/iluminador-skin-fetish-divine-glow---iluminador-P10042173.html,Standard,,,,,,Todo tipo de pieles,Media,Purpurina,Polvo compacto
1055,Labios,Barra de labios líquida,Pat McGrath Labs,LIQUILUST,Barra de labios metalizada,35.99,1,5.0,0,2025-05-06,https://www.sephora.es/p/liquilust---barra-de-labios-metalizada-633951.html,Standard,,,"Larga duración, Metálico",,,,,Metálico,Liquido
1056,Rostro,Base de maquillaje,Guerlain,Parure Gold Skin Matte,Fondo Maquillaje Alta Perfección 24H Sin Transferencia,92.0,27,4.7,12,2025-05-06,https://www.sephora.es/p/parure-gold-skin-matte---base-de-maquillaje-de-alta-perfeccion-sin-transferencia-P10043070.html,Standard,,,,,,Todo tipo de pieles,Total,Natural,Liquido
1057,Pinceles & accesorios,Brocha rostro,Hourglass,Ambient Soft Glow,Brocha para base,60.0,97,4.5,0,2025-05-06,https://www.sephora.es/p/ambient-soft-glow---brocha-para-base-611880.html,Standard,Vegano,,,,No comedogénico,Todo tipo de pieles,Media,,
1058,Rostro,Antiojeras & corrector,Sephora Collection,Corrector BEST SKIN EVER GLOW,Corrector de acabado natural,15.99,24,4.3,11,2025-05-06,https://www.sephora.es/p/corrector-best-skin-ever-glow---corrector-de-acabado-natural-P10026973.html,Standard,Vegano,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa",Media,Natural,Liquido
1059,Rostro,Base de maquillaje,Hourglass,Ambient Soft Glow,Base Luminosa,73.0,554,4.2,28,2025-05-06,https://www.sephora.es/p/ambient-soft-glow---base-luminosa-P10041216.html,Standard,Vegano,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca","Media, Ligera",Natural,Liquido
1060,Rostro,Base de maquillaje,Sephora Collection,Best Skin Ever Glow,Base de maquillaje de larga duración,17.99,26,4.6,18,2025-05-06,https://www.sephora.es/p/best-skin-ever-glow---base-de-maquillaje-de-larga-duracion-P10026332.html,Standard,Vegano,,,,,Todo tipo de pieles,"Total, Media",Natural,Liquido
1061,Rostro,Base de maquillaje,RMS Beauty,"""re"" Evolve Fini Naturel",Base de maquillaje,59.99,180,4.4,9,2025-05-06,https://www.sephora.es/p/%22re%22-evolve-fini-naturel---base-de-maquillaje-P10025468.html,Standard,,,,,,Todo tipo de pieles,,Natural,Liquido
1062,Labios,Barra de labios,Too Faced,Cocoa Bold Lipstick,Barra de labios,31.0,19,4.5,7,2025-05-06,https://www.sephora.es/p/cocoa-bold-lipstick---barra-de-labios-P10043116.html,Standard,,,Mate,,,Todo tipo de pieles,,Natural,
1063,Ojos,Paleta de sombras de ojos,Too Faced,Better Than Chocolate,Paleta de sombras de ojos,60.0,587,4.3,0,2025-05-06,https://www.sephora.es/p/better-than-chocolate---paleta-de-sombras-de-ojos-612199.html,Standard,,"Mate, Metalizado, Brillante",,,,Todo tipo de pieles,,Natural,
1064,Rostro,Polvos matificantes,Fenty Beauty,INVISIMATTE 2.0,Polvo matificante,36.0,412,4.1,0,2025-05-06,https://www.sephora.es/p/invisimatte-2.0---polvo-matificante-614660.html,Standard,Refillable,,,,,Todo tipo de pieles,,Mate,Polvo compacto
1065,Labios,Barra de labios líquida,KVD Beauty,Everlasting Hyperlight,Lápiz labial de larga duración,24.99,1615,4.2,3,2025-05-06,https://www.sephora.es/p/everlasting-hyperlight---barra-de-labios-liquida-vegana-y-sin-transferencia-P10034241.html,Standard,Vegano,,Larga duración,,,,,Mate,Liquido
1066,Rostro,Base de maquillaje,Fenty Beauty,EAZE DROP'LIT,Potenciador de luminosidad,35.0,59,4.0,2,2025-05-06,https://www.sephora.es/p/eaze-droplit---potenciador-de-luminosidad-P10043124.html,Standard,,,,,,Todo tipo de pieles,,Natural,Liquido
1067,Rostro,Polvos matificantes,Fenty Beauty,INVISIMATTE 2.0,Recarga de polvo matificante,26.0,415,4.1,0,2025-05-06,https://www.sephora.es/p/invisimatte-2.0---recarga-de-polvo-matificante-614661.html,Standard,Refillable,,,,,Todo tipo de pieles,,Natural,Polvo compacto
1068,Rostro,Base de maquillaje,Fenty Beauty,Pro Filt'r Soft Matte Longwear Foundation,Base de maquillaje cobertura total,40.0,17079,4.0,49,2025-05-06,https://www.sephora.es/p/pro-filtr-soft-matte-longwear-foundation---base-de-maquillaje-mate-P3079040.html,Standard,Vegano,,,,Libre de aceite,"Todo tipo de pieles, Piel normal, Piel mixta, Piel grasa, Piel sensible","Total, Media",Mate,Liquido
1069,Cejas,Gel & Máscara de cejas,Anastasia Beverly Hills,Brow Genius,Sérum para cejas,68.0,1576,4.3,0,2025-05-06,https://www.sephora.es/p/brow-genius---serum-para-cejas-610058.html,Standard,,,,,,Todo tipo de pieles,,,Sérum
1070,Ojos,Pestañas postizas,Huda Beauty,Hoodie Flares #25 Classic,Pestañas postizas,22.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/hoodie-flares-25-classic---pestanas-postizas-618177.html,Standard,,,,,,,,,
1071,Ojos,Pestañas postizas,Huda Beauty,Pegamento impermeable para pestañas postizas,,18.0,117,3.8,0,2025-05-06,https://www.sephora.es/p/pegamento-impermeable-para-pestanas-postizas-618680.html,Standard,Vegano,,,,,,,,Liquido
1072,Ojos,Pestañas postizas,Huda Beauty,Sticky Tack,Pegamento para pestañas postizas sin látex,18.0,115,3.8,0,2025-05-06,https://www.sephora.es/p/sticky-tack---pegamento-para-pestanas-postizas-sin-l%c3%a1tex-618176.html,Standard,Vegano,,,,Libre de aceite,Todo tipo de pieles,,,Liquido
1073,Labios,Barra de labios,Make Up For Ever,Rouge Artist For Ever Matte,Labial líquido mate de larga duración,31.0,353,4.0,6,2025-05-06,https://www.sephora.es/p/rouge-artist-for-ever-matte---l%c3%a1piz-labial-liquido-mate-de-larga-duracion-P10034208.html,Standard,Vegano,,Satinado,,,,,Natural,Liquido
1074,Ojos,Máscara de pestañas,Make Up For Ever,The Professionall Mascara,Máscara de pestañas con efecto lifting,30.0,603,4.1,0,2025-05-06,https://www.sephora.es/p/the-professionall-mascara---m%c3%a1scara-de-pestanas-con-efecto-lifting-617568.html,Standard,Vegano,,,"Voluminizador, Efecto alargado, Efecto rizado",,,,Natural,Liquido
1075,Rostro,Polvos sueltos,Make Up For Ever,HD Skin Twist&Light,Polvo iluminador,43.0,255,4.0,2,2025-05-06,https://www.sephora.es/p/hd-skin-twistlight---polvo-iluminador-P10034210.html,,"Vegano, Naturality",,,,,"Todo tipo de pieles, Piel mixta, Piel grasa",Media,Natural,Polvo suelto
1076,Cejas,Lápiz & polvo para cejas,Benefit Cosmetics,Gimme Brow+ Volumizing Pencil,lápiz de cejas con fibras voluminizadoras,36.0,43,4.9,12,2025-05-06,https://www.sephora.es/p/gimme-brow-volumizing-pencil----l%c3%a1piz-de-cejas-con-fibras-voluminizadoras-P10026811.html,Standard,,Mate,,,,Todo tipo de pieles,,"Natural, Mate",
1077,Cejas,Lápiz & polvo para cejas,Benefit Cosmetics,Gimme Brow+ Volumizing Pencil MINI,Lápiz de cejas con fibras voluminizadoras,20.0,95,4.4,3,2025-05-06,https://www.sephora.es/p/gimme-brow-volumizing-pencil-mini----l%c3%a1piz-de-cejas-con-fibras-voluminizadoras-P10026812.html,Formato viaje,,Mate,,,,Todo tipo de pieles,,"Natural, Mate",
1078,Labios,Bálsamo labial,Fresh,Sugar Tinted Lip Treatment,Bálsamo labial hidratante con color,24.0,355,4.1,11,2025-05-06,https://www.sephora.es/p/sugar-tinted-lip-treatment---b%c3%a1lsamo-labial-hidratante-con-color-P10026758.html,Standard,Naturality,,Hidratante,,,Todo tipo de pieles,,Natural,Bálsamo
1079,Ojos,Paleta de sombras de ojos,Natasha Denona,Mini Bronze,Mini Paleta de Sombras de Ojos Tamaño Viaje,27.99,51,4.7,0,2025-05-06,https://www.sephora.es/p/mini-bronze---mini-paleta-de-sombras-de-ojos-tamano-viaje-613734.html,Standard,,"Mate, Metalizado",,,,Todo tipo de pieles,,Natural,Polvo compacto
1080,Ojos,Máscara de pestañas,Tarte,Tartelette™ tubing,Máscara de pestañas formato viaje,16.0,3,5.0,0,2025-05-06,https://www.sephora.es/p/tartelette%e2%84%a2-tubing---m%c3%a1scara-de-pestanas-formato-viaje-611019.html,Standard,Vegano,,,"Voluminizador, Efecto alargado",,,Media,,
1081,Ojos,Máscara de pestañas,Tarte,Máscara en tubo Tartelette™,,30.0,2,4.5,0,2025-05-06,https://www.sephora.es/p/tarrtelette%e2%84%a2-tubing---m%c3%a1scara-de-pestanas-611020.html,Standard,Vegano,,,"Voluminizador, Efecto alargado",,,Media,,
1082,Labios,Gloss/ Brillo labial,Anastasia Beverly Hills,Lip Gloss,Brillo de labios,25.99,2,5.0,14,2025-05-06,https://www.sephora.es/p/lip-gloss--brillo-de-labios-P10026780.html,Standard,Vegano,,"Brillante / Glossy, Voluminizador",,,Todo tipo de pieles,,Brillante,Liquido
1083,Labios,Barra de labios,Rare Beauty,Kind Words,Barra de labios mate,25.0,7,4.4,8,2025-05-06,https://www.sephora.es/p/kind-words---barra-de-labios-mate-P10026821.html,Standard,Vegano,,Natural,,,Piel normal,Total,"Natural, Mate",Crema
1084,Labios,Lápiz de labios,Rare Beauty,Kind Words,Lápiz labial mate,20.0,221,4.3,10,2025-05-06,https://www.sephora.es/p/kind-words---l%c3%a1piz-labial-mate-P10026822.html,,Vegano,,Natural,,,Piel normal,Total,"Natural, Mate",Crema
1085,Rostro,Base de maquillaje,Sephora Collection,Cuidado Mineral compacto,Base de maquillaje + Cuidado calmante,19.99,12,4.4,11,2025-05-06,https://www.sephora.es/p/cuidado-mineral-compacto---base-de-maquillaje-cuidado-calmante-P10024380.html,Standard,"Vegano, Naturality",,,,No comedogénico,"Todo tipo de pieles, Piel normal, Piel mixta, Piel grasa, Piel sensible",Ligera,"Natural, Mate",Polvo compacto
1086,Ojos,Sombras de ojos,Anastasia Beverly Hills,Nouveau Palette,Paleta de sombras de ojos,60.0,745,4.7,0,2025-05-06,https://www.sephora.es/p/nouveau--palette---paleta-de-sombras-de-ojos-585584.html,Set/Estuche/Kit,,Metalizado,,,,Todo tipo de pieles,Total,Natural,Polvo compacto
1087,Rostro,Antiojeras & corrector,Huda Beauty,#FAUXFILTER Luminous Matte Liquid Concealer,Corrector,32.0,412,4.5,20,2025-05-06,https://www.sephora.es/p/fauxfilter-luminous-matte---corrector-P10026486.html,Standard,Vegano,,,,,Todo tipo de pieles,Total,Mate,Liquido
1088,Rostro,Polvos bronceadores,Charlotte Tilbury,Beautiful Skin Sun-Kissed Glow,Polvos bronceadores,56.0,449,4.5,3,2025-05-06,https://www.sephora.es/p/beautiful-skin-sun-kissed-glow---polvos-bronceadores-P10026184.html,Standard,,,,,,Todo tipo de pieles,Media,Natural,Crema
1089,Rostro,Antiojeras & corrector,Ilia,True Skin Serum Concealer,Corrector,36.0,48,4.5,19,2025-05-06,https://www.sephora.es/p/true-skin-serum-concealer---corrector-P3953095.html,Standard,"Vegano, Clean at Sephora",,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible","Media, Ligera",Natural,"Crema, Sérum"
1090,Desmaquillante,Leche desmaquillante,Dior,Le Lait Démaquillant,Leche micelar desmaquillante,46.0,4,4.8,0,2025-05-06,https://www.sephora.es/p/le-lait-demaquillant---leche-micelar-desmaquillante-584405.html,Standard,,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible",,,Crema
1091,Labios,Barra de labios líquida,Fenty Beauty,Poutsicle Hydrating Lip Stain,Barra de labios líquida,27.0,614,4.2,5,2025-05-06,https://www.sephora.es/p/poutsicle-hydrating-lip-stain---barra-de-labios-liquida-P10026374.html,Standard,Vegano,,Hidratante,,,Todo tipo de pieles,Total,,Liquido
1092,Rostro,Base de maquillaje,Nudestix,Nudescreen Daily Mineral Veil Spf 30,Base de maquillaje,35.0,182,4.2,3,2025-05-06,https://www.sephora.es/p/nudescreen-daily-mineral-veil-spf-30---base-de-maquillaje-P10026345.html,Standard,"Vegano, Clean at Sephora",,,,,,,,Polvo compacto
1093,Rostro,Primer & spray fijador,Natasha Denona,Hy-Gen Primer Serum,Primer Serum Facial,54.99,285,4.6,0,2025-05-06,https://www.sephora.es/p/hy-gen-skin-glass---primer-serum-facial-611082.html,Standard,,,,,No comedogénico,Todo tipo de pieles,Media,Natural,Sérum
1094,Rostro,Colorete,Benefit Cosmetics,Floratint,Colorete líquido para mejillas y labios,28.0,3561,4.2,0,2025-05-06,https://www.sephora.es/p/floratint---rubor-liquido-para-mejillas-y-labios-612303.html,Standard,,,,,,Todo tipo de pieles,Media,Natural,Liquido
1095,Uñas,Top coat & base,Manucurist,Sos Base Care,Base esmalte para uñas,15.99,65,4.8,0,2025-05-06,https://www.sephora.es/p/sos-base-care---base-esmalte--para-unas-614517.html,Standard,"Vegano, Clean at Sephora",,,,,Todo tipo de pieles,,"Natural, Brillante",Liquido
1096,Pinceles & accesorios,Brocha rostro,Benefit Cosmetics,"Brocha retráctil multitarea-Brocha para colorete, bronceador e iluminador",,40.0,10,2.5,0,2025-05-06,https://www.sephora.es/p/brocha-retr%c3%a1ctil-multitarea-brocha-para-colorete-bronceador-e-iluminador-585611.html,Stick,,,,,,Todo tipo de pieles,Total,,
1097,Rostro,Colorete,Benefit Cosmetics,Sunny WANDERful World Blush Colorete,Coral cálido,41.0,2463,4.6,0,2025-05-06,https://www.sephora.es/p/sunny-wanderful-world-blush-colorete---coral-c%c3%a1lido-582910.html,Standard,,,,,,Todo tipo de pieles,Media,,Polvo compacto
1098,Rostro,Colorete,Benefit Cosmetics,Willa WANDERful World Blush Colorete,Rosa neutro suave,41.0,2423,4.6,0,2025-05-06,https://www.sephora.es/p/willa-wanderful-world-blush-colorete----rosa-neutro-suave-585953.html,Standard,,,,,,Todo tipo de pieles,Media,,Polvo compacto
1099,Rostro,Colorete,Benefit Cosmetics,Shellie WANDERful World Blush,Colorete Rosa Perla,41.0,2681,4.7,0,2025-05-06,https://www.sephora.es/p/shellie-wanderful-world-blush-colorete----rosa-perla-585603.html,Standard,,,,,,Todo tipo de pieles,Media,,Polvo compacto
1100,Rostro,Colorete,Benefit Cosmetics,Butterfly WANDERful World Blush Colorete,Naranja dorado,41.0,2326,4.6,0,2025-05-06,https://www.sephora.es/p/butterfly-wanderful-world-blush-colorete---naranja-dorado-585608.html,Standard,,,,,,Todo tipo de pieles,Media,,Polvo compacto
1101,Rostro,Colorete,Benefit Cosmetics,Shellie WANDERful World Powder Colorete,Coral intenso,24.0,2643,4.7,0,2025-05-06,https://www.sephora.es/p/shellie-wanderful-world-powder-blush---tamano-mini-585619.html,Formato viaje,,,,,,Todo tipo de pieles,Media,,Polvo compacto
1102,Rostro,Colorete,Benefit Cosmetics,Mini Crystah,Colorete Intenso Rosa Fresa Tamaño Viaje,24.0,2502,4.6,0,2025-05-06,https://www.sephora.es/p/mini-crystah---colorete-intenso-rosa-fresa-tamano-viaje-585617.html,Formato viaje,,,,,,Todo tipo de pieles,Media,,Polvo compacto
1103,Rostro,Colorete,Benefit Cosmetics,Terra WANDERful World Blush Colorete,Teja dorado,41.0,2422,4.6,0,2025-05-06,https://www.sephora.es/p/terra-wanderful-world-blush-colorete---teja-dorado-585952.html,Standard,,,,,,Todo tipo de pieles,Media,,Polvo compacto
1104,Rostro,Colorete,Benefit Cosmetics,Starlaa WANDERful World Blush Colorete,Bronce rosado - MINI,24.0,9,3.8,0,2025-05-06,https://www.sephora.es/p/starlaa-wanderful-world-blush-colorete---bronce-rosado---mini-585616.html,Formato viaje,,,,,,Todo tipo de pieles,Media,,Polvo compacto
1105,Rostro,Colorete,Benefit Cosmetics,Moone WANDERful World colorete en polvo,Fruta del bosque intenso - tamaño mini,24.0,2293,4.6,0,2025-05-06,https://www.sephora.es/p/moone-wanderful-world-colorete-en-polvo---fruta-del-bosque-intenso---tamano-mini-585613.html,Formato viaje,,,,,,Todo tipo de pieles,Media,,Polvo compacto
1106,Rostro,Colorete,Benefit Cosmetics,Mini Terra,Rubor Intenso Terracota Formato Viaje,24.0,2406,4.6,0,2025-05-06,https://www.sephora.es/p/mini-terra---rubor-intenso-terracota-formato-viaje-585618.html,Formato viaje,,,,,,Todo tipo de pieles,Media,,Polvo compacto
1107,Rostro,Colorete,Benefit Cosmetics,Peachin' WANDERful World Blush Colorete,Melocotón dorado,41.0,2661,4.6,0,2025-05-06,https://www.sephora.es/p/peachin-wanderful-world-blush-colorete---melocoton-dorado-582911.html,Standard,,,,,,Todo tipo de pieles,Media,,Polvo compacto
1108,Rostro,Colorete,Benefit Cosmetics,Crystah WANDERful World Blush Colorete,Rosa fresa,41.0,2520,4.6,0,2025-05-06,https://www.sephora.es/p/crystah-wanderful-world-blush-colorete---rosa-fresa-585609.html,Standard,,,,,,Todo tipo de pieles,Media,,Polvo compacto
1109,Rostro,Colorete,Benefit Cosmetics,Moone WANDERful World Blush Colorete,morado intenso,41.0,2329,4.6,0,2025-05-06,https://www.sephora.es/p/moone-wanderful-world-blush-colorete----morado-intenso-585610.html,Standard,,,,,,Todo tipo de pieles,Media,,Polvo compacto
1110,Rostro,Colorete,Benefit Cosmetics,Java WANDERful World Blush Colorete,Moca rosado,41.0,2396,4.6,0,2025-05-06,https://www.sephora.es/p/java-wanderful-world-blush-colorete---moca-rosado-585620.html,Standard,,,,,,Todo tipo de pieles,Media,,Polvo compacto
1111,Rostro,Polvos bronceadores,Benefit Cosmetics,Benefit Hoola,Polvos bronceadores,41.0,3214,4.5,6,2025-05-06,https://www.sephora.es/p/hoola---polvos-bronceadores-P2551.html,Standard,,,,,,Todo tipo de pieles,Media,"Natural, Mate",Polvo compacto
1112,Pinceles & accesorios,Pincel sombra de ojos,Anastasia Beverly Hills,Brush #20,Cepillo recto para cejas,27.99,94,4.4,0,2025-05-06,https://www.sephora.es/p/brush-20---cepillo-recto-para-cejas-308043.html,Standard,,,,,,Todo tipo de pieles,,,
1113,Rostro,Iluminador,Benefit Cosmetics,Dandelion Twinkle,Iluminador en polvo dorado suave,42.0,50,4.6,0,2025-05-06,https://www.sephora.es/p/dandelion-twinkle---iluminador-dorado-suave-brillante-585596.html,Standard,,,,,,Todo tipo de pieles,Media,Natural,Polvo compacto
1114,Cejas,Lápiz & polvo para cejas,Anastasia Beverly Hills,Pro Pencil,Lápiz para cejas,30.99,421,4.2,2,2025-05-06,https://www.sephora.es/p/pro-pencil---l%c3%a1piz-para-cejas-P2678025.html,Standard,Vegano,,,,,Todo tipo de pieles,Ligera,Natural,
1115,Cejas,Lápiz & polvo para cejas,Anastasia Beverly Hills,Highlighting Duo Pencil,Lápiz iluminador,40.99,589,4.5,2,2025-05-06,https://www.sephora.es/p/highlighting-duo-pencil---l%c3%a1piz-iluminador-P2678018.html,Standard,,,,,,Todo tipo de pieles,"Total, Ligera",Natural,
1116,Uñas,Tratamiento para uñas,Manucurist,Cuidado Emoliente Efectivo,Cuidado de Uñas,13.99,39,4.8,0,2025-05-06,https://www.sephora.es/p/cuidado-emoliente-efectivo---cuidado-de-unas-614519.html,Standard,"Vegano, Clean at Sephora, Naturality",,,,,Todo tipo de pieles,,Natural,Liquido
1117,Rostro,Polvos sueltos,Clarins,Ever matte,Polvos compactos,50.0,22,3.5,3,2025-05-06,https://www.sephora.es/p/ever-matte---polvos-compactos-P10023727.html,Standard,,,,,,Todo tipo de pieles,Ligera,"Natural, Mate",Polvo compacto
1118,Ojos,Lápiz de ojos & khol,Make Up For Ever,Aqua Resist Color Ink,Eyeliner,27.0,259,3.9,5,2025-05-06,https://www.sephora.es/p/aqua-resist-color-ink---22-P10025166.html,,Vegano,"Metalizado, Irisado/Nacarado, Purpurina",,Voluminizador,,Todo tipo de pieles,Total,"Mate, Metálico",
1119,Ojos,Eyeliner,Make Up For Ever,Aqua Resist Graphic Pen,22,27.0,648,4.4,0,2025-05-06,https://www.sephora.es/p/aqua-resist-graphic-pen---22-586778.html,Standard,Vegano,Mate,,Voluminizador,,Todo tipo de pieles,Total,Mate,
1120,Ojos,Eyeliner,KVD Beauty,Tattoo Pencil Liner,Delineador de ojos en gel,23.99,1306,4.1,11,2025-05-06,https://www.sephora.es/p/tattoo-pencil-liner---delineador-de-ojos-liquido-P10025881.html,Standard,Vegano,"Mate, Metalizado",,,,Todo tipo de pieles,"Total, Media",Mate,
1121,Ojos,Máscara de pestañas,Milk Makeup,Rise Mascara,Máscara de pestañas,29.99,1775,3.9,0,2025-05-06,https://www.sephora.es/p/rise-mascara-m%c3%a1scara-de-pestanas-579610.html,Standard,"Vegano, Naturality",Mate,,Efecto alargado,,Todo tipo de pieles,Total,Natural,Liquido
1122,Desmaquillante,Aceite desmaquillante,Seasonly,Aceite desmaquillante,Tratamiento limpiador y purificante,29.99,4,3.0,0,2025-05-06,https://www.sephora.es/p/aceite-desmaquillante---tratamiento-limpiador-y-purificante-559230.html,Standard,"Vegano, Clean at Sephora, Naturality",,,,Libre de aceite,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel sensible",,,Aceite
1123,Labios,Barra de labios líquida,Dior,Dior Addict Lip Tint,Tinte de labios sin transferencia 24 horas de hidratación,48.0,166,3.7,6,2025-05-06,https://www.sephora.es/p/dior-addict-lip-tint---tinte-de-labios-sin-transferencia-24-horas-de-hidratacion-P10025188.html,Standard,,,"Hidratante, Natural",,,Todo tipo de pieles,Total,,Liquido
1124,Labios,Bálsamo labial,Ultra Violette,Sheen Screen Shimmer SPF50,Bálsamo labial con protección solar hidratante,19.99,2,5.0,0,2025-05-06,https://www.sephora.es/p/sheen-screen-shimmer-spf50---b%c3%a1lsamo-labial-con-proteccion-solar-hidratante-587521.html,Standard,,,Hidratante,,,Todo tipo de pieles,Total,,Bálsamo
1125,Rostro,Crema de color,Rare Beauty,Positive Light Tinted Moisturizer,Base de maquillaje,37.0,7,4.1,7,2025-05-06,https://www.sephora.es/p/positive-light-tinted-moisturizer--base-de-maquillaje-P10025465.html,Standard,Vegano,,,,,Todo tipo de pieles,"Media, Ligera",Natural,Crema
1126,Rostro,Polvos sueltos,Clarins,Ever Matte,Polvos Sueltos,54.0,15,4.4,3,2025-05-06,https://www.sephora.es/p/ever-matte---polvos-sueltos-P10022869.html,Standard,,,,,,Todo tipo de pieles,Ligera,Mate,Polvo suelto
1127,Ojos,Eyeliner,Hourglass,Eyeliner en gel,Delineador de ojos,34.0,27,3.4,5,2025-05-06,https://www.sephora.es/p/eyeliner-en-gel-delineador-de-ojos-P10025989.html,Standard,Vegano,Mate,,,,,,,Gel
1128,Ojos,Eyeliner,Sephora Collection,Eyeliner Alta Precisión,,13.99,1343,4.1,0,2025-05-06,https://www.sephora.es/p/eyeliner-alta-precision-207032.html,Standard,Vegano,Mate,,,,Todo tipo de pieles,Total,Mate,Liquido
1129,Rostro,Iluminador,Charlotte Tilbury,Beauty Light Wand,Highlighter Líquido,42.0,3865,4.3,7,2025-05-06,https://www.sephora.es/p/hollywood-beauty-light-wand---iluminador-P3462076.html,Standard,,,,,,"Todo tipo de pieles, Piel normal","Media, Ligera",,"Liquido, Crema"
1130,Paletas maquillaje,Paleta de sombras de ojos,Charlotte Tilbury,Pillow Talk Dreams Luxury,Paleta sombras de ojos,56.0,133,4.2,0,2025-05-06,https://www.sephora.es/p/pillow-talk-dreams-luxury---paleta-sombras-de-ojos-587933.html,Standard,,"Mate, Metalizado, Irisado/Nacarado",,,,Todo tipo de pieles,,"Mate, Purpurina, Metálico",Polvo compacto
