,categoria,subcategoria,marca,nombre,descripcion,precio,numero_valoraciones,valoracion,num_variaciones,fecha_extraccion,url_producto,formato,responsabilidad,efecto_sombra,efecto_labios,efecto_mascara,formulacion,tipo_piel,cobertura,acabado,textura
540,Rostro,Polvos bronceadores,KVD Beauty,Good Apple Bronzer Duo,Bronceador en Crema,36.99,4,4.3,0,2025-05-06,https://www.sephora.es/p/good-apple-bronzer-duo---bronceador-en-crema-719410.html,Standard,,,,,,Todo tipo de pieles,Total,Natural,"Crema, Bálsamo"
541,Rostro,Iluminador,Dior,Dior Forever Glow Star Filter,Fluido sublimador de tez e iluminador,58.0,1230,4.6,9,2025-05-06,https://www.sephora.es/p/dior-forever-glow-star-filter---fluido-sublimador-de-tez-e-iluminador-P1000202929.html,,,,,,,,,,
542,Rostro,Iluminador,Dior,Dior Forever Glow Maximizer,Iluminador líquido de larga duración,44.0,1531,4.6,7,2025-05-06,https://www.sephora.es/p/dior-forever-glow-maximizer---iluminador-liquido-de-larga-duracion-P1000202956.html,,,,,,,Todo tipo de pieles,,Purpurina,Liquido
543,Labios,Bálsamo labial,Dior,Rouge Dior Balm Recarga,Recarga de bálsamo de labios universal,41.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/rouge-dior---recarga-de-barra-de-labios---tratamiento-floral-hidratante-740294.html,,,,Hidratante,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel grasa, Piel sensible",,,
544,Rostro,Colorete,KVD Beauty,Good Apple Blush Duo,Blush Crema,35.99,10,5.0,2,2025-05-06,https://www.sephora.es/p/good-apple-blush-duo---blush-crema-P10057419.html,Standard,,,,,No comedogénico,Todo tipo de pieles,Total,Natural,Bálsamo
545,Ojos,Máscara de pestañas,Tarte,Tartelette™ XL Tubing Mascara,Máscara,30.0,351,4.3,0,2025-05-06,https://www.sephora.es/p/tartelette%e2%84%a2-xl-tubing-mascara---m%c3%a1scara-717724.html,,,,,"Voluminizador, Efecto alargado, Fortalecedor",,,,,
546,Ojos,Máscara de pestañas,Tarte,Travel-size Tartelette™ XL Tubing Mascara,Máscara tamaño viaje,17.0,342,4.3,0,2025-05-06,https://www.sephora.es/p/travel-size-tartelette%e2%84%a2-xl-tubing-mascara---m%c3%a1scara-tamano-viaje-717725.html,,,,,"Voluminizador, Efecto alargado, Fortalecedor",,,,,
547,Labios,Gloss/ Brillo labial,Tarte,Maracuja Juicy Lip Vinyl,Brillo de labios ultrabrillante,26.0,55,3.9,8,2025-05-06,https://www.sephora.es/p/maracuja-juicy-lip-vinyl---brillo-de-labios-ultrabrillante-P1000203001.html,,,,"Hidratante, Larga duración, Brillante / Glossy",,,,,,
548,Desmaquillante,Desmaquillante rostro,Glow Recipe,Blueberry Bounce,Limpiador suave,11.0,1203,4.7,2,2025-05-06,https://www.sephora.es/p/blueberry-bounce---limpiador-suave-P10018703.html,,"Vegano, Clean at Sephora, Planet aware at Sephora",,,,,Todo tipo de pieles,,,
549,Labios,Bálsamo labial,Glow Recipe,Plum Plump Hyaluronic,Bálsamo labial brillante,24.0,682,4.5,0,2025-05-06,https://www.sephora.es/p/plum-plump-hyaluronic---b%c3%a1lsamo-labial-brillante-689920.html,Standard,"Vegano, Clean at Sephora, Planet aware at Sephora",Brillante,Brillante / Glossy,,,Todo tipo de pieles,,Brillante,Bálsamo
550,Paletas maquillaje,Paleta de sombras de ojos,Makeup By Mario,Master Mattes® Eyeshadow Palette: The Neutrals,Paleta de sombras de ojos,59.0,596,4.5,0,2025-05-06,https://www.sephora.es/p/master-mattes-eyeshadow-palette-the-neutrals---paleta-de-sombras-de-ojos-719269.html,,,Mate,,,,Todo tipo de pieles,Total,Mate,
551,Labios,Bálsamo labial,Summer Fridays,Bálsamo labial,Cuidado hidratante de labios,26.0,2,5.0,0,2025-05-06,https://www.sephora.es/p/b%c3%a1lsamo-labial---cuidado-hidratante-de-labios-721108.html,,Clean at Sephora,,Hidratante,,,,,,Bálsamo
552,Desmaquillante,Desmaquillante rostro,Charlotte Tilbury,Magic Revival Cleanser,Limpiador facial,30.0,1288,4.6,0,2025-05-06,https://www.sephora.es/p/magic-revival-cleanser---limpiador-facial-725112.html,Standard,,,,,,Todo tipo de pieles,,,Crema
553,Labios,Bálsamo labial,Yves Saint Laurent,Loveshine,Pintalabios,47.0,45,3.9,19,2025-05-06,https://www.sephora.es/p/loveshine---labial-efecto-brillo-mojado-P10057416.html,,,,Hidratante,,,Todo tipo de pieles,,Brillante,"Bálsamo, Aceite"
554,Rostro,Colorete,Milk Makeup,Cooling Water Jelly Tint,Colorete para labios y mejillas,28.99,730,4.0,6,2025-05-06,https://www.sephora.es/p/cooling-water-jelly-tint---tinta-para-mejillas-y-labios-P10056690.html,"Standard, Formato viaje","Vegano, Naturality",,Larga duración,,,Todo tipo de pieles,Ligera,Natural,"Crema, Gel"
555,Rostro,Colorete,Natasha Denona,My Mini Dream Glow Blush,Paleta de Blush e Iluminadores,19.99,139,4.5,0,2025-05-06,https://www.sephora.es/p/my-mini-dream-glow-blush---paleta-de-blush-e-iluminadores-715025.html,"Standard, Set/Estuche/Kit",,,,,,,,Mate,Polvo compacto
556,Ojos,Paleta de sombras de ojos,Natasha Denona,My Mini Dream Palette,Paleta de sombras de ojos,29.99,186,4.6,0,2025-05-06,https://www.sephora.es/p/my-mini-dream-palette---paleta-de-sombras-de-ojos-715024.html,Standard,,"Mate, Metalizado, Purpurina",,,,,,Mate,
557,Paletas maquillaje,Paleta rostro,Natasha Denona,Hy-Per Natural,Paleta para el rostro,64.99,378,4.6,0,2025-05-06,https://www.sephora.es/p/hy-per-natural---paleta-para-el-rostro-716370.html,Set/Estuche/Kit,,"Irisado/Nacarado, Brillante",,,Libre de aceite,Todo tipo de pieles,Media,,Gel
558,Desmaquillante,Aceite desmaquillante,Clinique,Take The Day Off,Aceite limpiador desmaquillante,43.0,1,5.0,0,2025-05-06,https://www.sephora.es/p/es_take-the-day-off-huile-demaquillante-219019.html,Standard,,,,,,Todo tipo de pieles,,,Aceite
559,Rostro,Antiojeras & corrector,Guerlain,Terracotta Concealer,Corrector Perfección Natural,43.44,13,4.8,15,2025-05-06,https://www.sephora.es/p/terracotta-concealer---corrector-perfeccion-natural-P1000202864.html,Standard,,,,,,Todo tipo de pieles,Media,Natural,Liquido
560,Ojos,Sombras de ojos,Huda Beauty,Creamy Obsessions Brown,Paleta de sombras de ojos,34.0,287,4.5,0,2025-05-06,https://www.sephora.es/p/creamy-obsessions---paleta-de-sombras-de-ojos-713773.html,Standard,,,,,,Todo tipo de pieles,,Mate,
561,Ojos,Paleta de sombras de ojos,Huda Beauty,Creamy Obsessions Grey,Paleta de sombras de ojos,34.0,285,4.6,0,2025-05-06,https://www.sephora.es/p/creamy-obsessions-grey---paleta-de-sombras-de-ojos-715086.html,Standard,,"Metalizado, Irisado/Nacarado, Brillante",,,,Todo tipo de pieles,,Mate,Crema
562,Cejas,Lápiz & polvo para cejas,Anastasia Beverly Hills,Deluxe Mini Brow Wiz®,Lápiz de cejas,18.0,2,3.5,6,2025-05-06,https://www.sephora.es/p/deluxe-mini-brow-wiz---l%c3%a1piz-de-cejas-P1000202972.html,Formato viaje,,,,,,,,,
563,Cejas,Lápiz & polvo para cejas,Anastasia Beverly Hills,Deluxe Mini Brow Definer,Lápiz de cejas,14.99,1,4.0,10,2025-05-06,https://www.sephora.es/p/deluxe-mini-brow-definer---l%c3%a1piz-de-cejas-P1000202973.html,Formato viaje,,,,,,,,,
564,Labios,Barra de labios,Pat McGrath Labs,Mattetrance Lipstick,Lápiz de labios,46.99,1,5.0,0,2025-05-06,https://www.sephora.es/p/mattetrance-lipstick---l%c3%a1piz-de-labios-722763.html,Standard,,,,,,Todo tipo de pieles,,Mate,Crema
565,Labios,Barra de labios,Clarins,Joli Rouge Shine Lipstick,,35.0,11,4.2,8,2025-05-06,https://www.sephora.es/p/joli-rouge-shine-lipstick-P10055065.html,Standard,,,Brillante / Glossy,,,,,,
566,Labios,Barra de labios,Clarins,Joli Rouge,Barra de labios,35.0,11,4.0,11,2025-05-06,https://www.sephora.es/p/joli-rouge---barra-de-labios-P10055063.html,Standard,,,Brillante / Glossy,,,,,,
567,Pinceles & accesorios,Esponja de maquillaje,Beautyblender,Power Pocket Puff™,Borla Polvos Triangular Doble Cara,19.99,246,4.5,0,2025-05-06,https://www.sephora.es/p/power-pocket-puff%e2%84%a2---borla-polvos-triangular-doble-cara-440970.html,,,,,,,,,,
568,Rostro,Colorete,Nudestix,Sunkissed Peach Blush and Bronze 2-Piece Kit,Estuche maquillaje rostro,26.0,2,3.5,0,2025-05-06,https://www.sephora.es/p/sunkissed-peach-blush-and-bronze-2-piece-kit---estuche-maquillaje-rostro-712501.html,Set/Estuche/Kit,Clean at Sephora,,,,,,,,Crema
569,Rostro,Colorete,Rem Beauty,Hypernova,Colorete en polvo,25.0,14,4.9,8,2025-05-06,https://www.sephora.es/p/hypernova---blush-mate-satinado-P10056808.html,Standard,"Vegano, Clean at Sephora",,,,,Todo tipo de pieles,,Mate,Polvo compacto
570,Pinceles & accesorios,Brocha rostro,Rem Beauty,Pincel blush b1,Brocha de maquillaje,23.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/pincel-blush-b1---brocha-de-maquillaje-721375.html,Standard,"Vegano, Clean at Sephora",,,,,,,,
571,Rostro,Polvos bronceadores,Rem Beauty,Hypernova,Polvos bronceadores compactos,33.0,1,5.0,6,2025-05-06,https://www.sephora.es/p/hypernova---polvos-bronceadores-mate-satinados-P10056805.html,Standard,"Vegano, Clean at Sephora",,,,,Todo tipo de pieles,,Mate,
572,Pinceles & accesorios,Brocha rostro,Rem Beauty,Pincel bronceador b2,Brocha de maquillaje,27.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/pincel-bronceador-b2---brocha-de-maquillaje-722023.html,Standard,"Vegano, Clean at Sephora",,,,,,,,
573,Labios,Lápiz de labios,Dior,Rouge Dior Contour Universal,Lápiz de labios que no transfiere,33.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/rouge-dior-contour---l%c3%a1piz-perfilador-de-labios-que-no-transfiere-713478.html,Standard,,,Voluminizador,,,,,"Natural, Mate",
574,Cejas,Gel & Máscara de cejas,Benefit Cosmetics,"Precisely, My Brow Wax",Cera para cejas,35.0,1396,4.8,12,2025-05-06,https://www.sephora.es/p/precisely-my-brow-wax---cera-para-cejas-P10056655.html,Standard,,,,,,,Total,Natural,Liquido
575,Cejas,Lápiz & polvo para cejas,Benefit Cosmetics,"Precisely, My Brow Detailer",Lápiz de cejas,30.0,503,4.7,6,2025-05-06,https://www.sephora.es/p/precisely-my-brow-detailer---l%c3%a1piz-de-cejas-P10056654.html,Standard,,,,,,,Total,Natural,
576,Ojos,Sombras de ojos,Lancôme,Idôle Tint,Sombra de Ojos Líquida,33.0,150,4.9,7,2025-05-06,https://www.sephora.es/p/idole-tint---sombra-de-ojos-liquida-P10058356.html,,,"Mate, Irisado/Nacarado",,,,Todo tipo de pieles,Total,"Natural, Mate",Liquido
577,Paletas maquillaje,Paleta de sombras de ojos,CHANEL,LES BEIGES,,74.0,0,0.0,4,2025-05-06,https://www.sephora.es/p/les-beiges---paleta-de-ojos-belle-mine-naturelle-P2954021.html,Set/Estuche/Kit,,"Mate, Irisado/Nacarado",,,,Todo tipo de pieles,,,Polvo compacto
578,Desmaquillante,Leche desmaquillante,Byoma,Milky Moisture Cleanser,Limpiador calmante,16.0,14,4.6,0,2025-05-06,https://www.sephora.es/p/milky-moisture-cleanser---limpiador-calmante-719139.html,Standard,Vegano,,,,,Todo tipo de pieles,,,Leche
579,Rostro,Antiojeras & corrector,Makeup By Mario,Illuminant Surrealskin™ Concealer,Antiojeras Iluminador,34.0,370,3.8,22,2025-05-06,https://www.sephora.es/p/antiojeras-iluminador-surrealskin%e2%84%a2---antiojeras-iluminador-P10056566.html,Standard,,,,,,,Total,Natural,Liquido
580,Pinceles & accesorios,Brocha rostro,Makeup By Mario,F5 Concealer Brush – Brocha antiojeras,,29.0,25,4.6,0,2025-05-06,https://www.sephora.es/p/f5-concealer-brush-%e2%80%93-brocha-antiojeras-698362.html,Standard,,,,,No comedogénico,Todo tipo de pieles,,,
581,Rostro,Base de maquillaje,Make Up For Ever,HD Skin Hydra Glow,"Base de maquillaje imperceptible, luminosidad e hidratación",44.0,351,4.6,16,2025-05-06,https://www.sephora.es/p/hd-skin-hydra-glow-%e2%80%93-base-de-maquillaje-imperceptible-luminosidad-e-hidratacion-P10056331.html,Standard,Vegano,,,,,"Piel normal, Piel seca, Piel sensible, Piel madura",Media,Brillante,
582,Rostro,Polvos sueltos,Make Up For Ever,HD Skin Setting Powder,Polvo libre fijador imperceptible,45.0,582,4.8,4,2025-05-06,https://www.sephora.es/p/hd-skin-setting-powder---polvo-libre-fijador-imperceptible-P10056489.html,Standard,"Vegano, Naturality",,,,,"Piel normal, Piel grasa",Total,Natural,Polvo suelto
583,Rostro,Polvos bronceadores,Make Up For Ever,Artist Face Powders – Bronceador,,40.0,44,4.8,4,2025-05-06,https://www.sephora.es/p/artist-face-powders-%e2%80%93-bronceador-P10056386.html,Standard,Vegano,,,,,,Total,Mate,Polvo compacto
584,Pinceles & accesorios,Brocha rostro,Make Up For Ever,Brocha #118,Brocha maquillaje Hydra Glow,46.0,20,4.0,0,2025-05-06,https://www.sephora.es/p/brocha-118--brocha-maquillaje-hydra-glow-713457.html,Standard,,,,,,,,,
585,Ojos,Eyeliner,Pat McGrath Labs,Legendary Wear Velvet Kohl Eyeliner,Eyeliner Kohl,36.99,0,0.0,0,2025-05-06,https://www.sephora.es/p/legendary-wear-velvet-kohl-eyeliner---eyeliner-kohl-654224.html,Standard,,Mate,,,,,,,
586,Rostro,Antiojeras & corrector,Erborian,Super BB Concealer,Antiojeras alta cobertura con Ginseng,33.0,68,4.3,5,2025-05-06,https://www.sephora.es/p/super-bb-concealer-%e2%80%93--antiojeras-alta-cobertura-con-ginseng-P10056834.html,,,,,,,,,,Crema
587,Labios,Bálsamo labial,Drunk Elephant,Lippe Balm,Bálsamo labial rellenador,21.0,3,3.3,0,2025-05-06,https://www.sephora.es/p/lippe-balm---b%c3%a1lsamo-labial-rellenador-707350.html,,"Clean at Sephora, Naturality",,Hidratante,,,,,,Bálsamo
588,Rostro,Contouring,Sephora Collection,Make It Bronze,Bronceador en barra,14.99,54,4.5,4,2025-05-06,https://www.sephora.es/p/make-it-bronze---bronceador-en-barra-P10055782.html,Standard,"Vegano, Naturality",,,,,Todo tipo de pieles,Media,Natural,Crema
589,Rostro,Iluminador,Sephora Collection,Make It Glow,Iluminador líquido,13.99,18,4.4,3,2025-05-06,https://www.sephora.es/p/make-it-glow---iluminador-liquido-P10055780.html,Standard,"Vegano, Naturality",,,,,Todo tipo de pieles,Ligera,,Liquido
590,Labios,Lápiz de labios,Dior,Rouge Dior Contour,Lápiz de labios que no transfiere - Larga duración,33.0,185,4.7,10,2025-05-06,https://www.sephora.es/p/rouge-dior-contour---l%c3%a1piz-perfilador-de-labios-que-no-transfiere-P10056326.html,"Standard, Frasco recargable/Vaporizador",,,"Natural, Voluminizador",,,,,"Natural, Mate",Crema
591,Labios,Barra de labios,Dior,Rouge Dior,Barra de labios - 2 acabados: aterciopelado y satinado,53.0,23,4.5,34,2025-05-06,https://www.sephora.es/p/rouge-dior---barra-de-labios-de-larga-duracion---tratamiento-floral-hidratante-P10056323.html,"Standard, Frasco recargable/Vaporizador",,,Voluminizador,,,,,"Natural, Mate",
592,Labios,Barra de labios,Dior,Rouge Dior Recarga de barra de labios,2 acabados: aterciopelado y satinado,42.0,194,4.6,14,2025-05-06,https://www.sephora.es/p/rouge-dior-recarga-de-barra-de-labios---2-acabados-aterciopelado-y-satinado-P10056327.html,"Standard, Frasco recargable/Vaporizador",,,Voluminizador,,,,,"Natural, Mate",
593,Labios,Barra de labios,Charlotte Tilbury,Hollywood Beauty Icon,K.I.S.S.I.N.G - Lápiz de Labios,38.0,739,4.2,5,2025-05-06,https://www.sephora.es/p/hollywood-beauty-icon---k.i.s.s.i.n.g---l%c3%a1piz-de-labios-P10056608.html,Standard,,Brillante,,,,,,Natural,Crema
594,Labios,Barra de labios,Charlotte Tilbury,Hollywood Beauty Icon,Matte Revolution - Lápiz De Labios,38.0,1632,4.3,5,2025-05-06,https://www.sephora.es/p/hollywood-beauty-icon---matte-revolution---l%c3%a1piz-de-labios-P10056609.html,Standard,,Brillante,,,,,,Natural,Crema
595,Labios,Barra de labios,Natasha Denona,Berry Pop lipstick,Lápiz de labios hidratante voluptuoso y cremoso,28.99,0,0.0,0,2025-05-06,https://www.sephora.es/p/berry-pop-lipstick---l%c3%a1piz-de-labios-hidratante-voluptuoso-y-cremoso-714620.html,Standard,,,"Hidratante, Voluminizador",,,,,,
596,Rostro,Iluminador,Natasha Denona,Berry Pop Cheek Trio,Paleta de Blush e Iluminadores,55.99,7,4.9,0,2025-05-06,https://www.sephora.es/p/berry-pop-cheek-trio---paleta-de-blush-e-iluminadores-714619.html,Standard,,,Hidratante,,Libre de aceite,,"Total, Ligera",,Polvo compacto
597,Labios,Lápiz de labios,Natasha Denona,Berry Pop lip crayon,Lápiz de Labios de Larga Duración,27.99,1,5.0,0,2025-05-06,https://www.sephora.es/p/berry-pop-lip-crayon---l%c3%a1piz-de-labios-de-larga-duracion-714618.html,Standard,,,Voluminizador,,,,,,
598,Uñas,Esmalte de uñas,Sephora Collection,Nail Polish,Esmalte de uñas,4.99,12,4.5,35,2025-05-06,https://www.sephora.es/p/nail-polish---esmalte-de-unas-P10055790.html,Standard,Vegano,,,,,,,Natural,
599,Uñas,Top coat & base,Sephora Collection,Base Coat,Base protectora,10.99,0,0.0,0,2025-05-06,https://www.sephora.es/p/base-coat---base-protectora-614372.html,Standard,"Vegano, Naturality",,,,,,,Natural,
600,Estuches maquillaje,Estuches de manicura,Sephora Collection,Kit Duo de Manucure,Top coat y Base protectrice,14.99,14,4.5,0,2025-05-06,https://www.sephora.es/p/kit-duo-de-manucure---top-coat-y-base-protectrice-615426.html,Set/Estuche/Kit,Vegano,,,,,,,Natural,
601,Uñas,Quitaesmalte,Sephora Collection,Express Nail Polish Remover,Baño disolvente exprés,9.99,2,5.0,0,2025-05-06,https://www.sephora.es/p/express-nail-polish-remover---bano-disolvente-expres-615424.html,Standard,Vegano,,,,,,,Brillante,
602,Uñas,Top coat & base,Sephora Collection,Hardener,Endurecedor,10.99,5,3.2,2,2025-05-06,https://www.sephora.es/p/hardener---endurecedor-P10055791.html,Standard,Vegano,,,,,,,Natural,
603,Uñas,Tratamiento para uñas,Sephora Collection,Cuticle Care,Tratamiento para cutículas,10.99,1,1.0,0,2025-05-06,https://www.sephora.es/p/cuticle-care---tratamiento-para-cuticulas-614374.html,Standard,"Vegano, Naturality",,,,,,,Natural,
604,Uñas,Top coat & base,Sephora Collection,Top Coat,Brillo y duración,10.99,1,5.0,0,2025-05-06,https://www.sephora.es/p/top-coat---brillo-y-duracion-615431.html,Standard,Vegano,,,,,,,Natural,
605,Uñas,Tratamiento para uñas,Sephora Collection,Express Drying Oil,Aceite secante exprés,10.99,1,4.0,0,2025-05-06,https://www.sephora.es/p/express-drying-oil---aceite-secante-expres-614375.html,Standard,"Vegano, Naturality",,,,,,,Natural,
606,Uñas,Quitaesmalte,Sephora Collection,Gentle nail polish remover,Disolvente extrasuave,7.99,48,4.8,0,2025-05-06,https://www.sephora.es/p/gentle-nail-polish-remover---disolvente-extrasuave-615429.html,Standard,Vegano,,,,,,,Brillante,
607,Paletas maquillaje,Paleta rostro,Make Up For Ever,HD Skin Face Essentials,Paleta rostro en crema y colorete,85.0,106,4.2,0,2025-05-06,https://www.sephora.es/p/hd-skin-face-essentials---paleta-tez-700288.html,Set/Estuche/Kit,Vegano,,,,,Todo tipo de pieles,Media,Natural,Crema
608,Labios,Barra de labios,Hourglass,Unlocked Soft Matte Lipstick,Barra de labios,45.0,0,0.0,11,2025-05-06,https://www.sephora.es/p/unlocked-soft-matte-lipstick---barra-de-labios-P10055854.html,Standard,Vegano,,Larga duración,,,,,,
609,Labios,Lápiz de labios,Hourglass,Shape and Sculpt Lip Liner,Lápiz de labios,36.0,0,0.0,7,2025-05-06,https://www.sephora.es/p/shape-and-sculpt-lip-liner---l%c3%a1piz-de-labios-P10055855.html,Standard,Vegano,,"Larga duración, Voluminizador",,,,,,
610,Rostro,Antiojeras & corrector,Fenty Beauty,We're Even,Corrector de ojeras hidratante de larga duración,31.0,137,4.3,50,2025-05-06,https://www.sephora.es/p/were-even---corrector-de-ojeras-hidratante-de-larga-duracion-P10056222.html,Standard,Vegano,,,,,Todo tipo de pieles,Media,Natural,"Liquido, Crema"
611,Rostro,Antiojeras & corrector,Tarte,MINI Shape tape contour concealer,MINI Corrector Antiojeras,19.0,92,4.1,5,2025-05-06,https://www.sephora.es/p/shape-tape-concealer-tamano-viaje---corrector-anti-ojeras-P3892090.html,Formato viaje,Vegano,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible, Piel madura",Total,Mate,"Liquido, Crema"
612,Pinceles & accesorios,Esponja de maquillaje,Huda Beauty,Powder Puff Easy Bake,Dúo de esponjas,14.0,17,4.6,0,2025-05-06,https://www.sephora.es/p/powder-puff-easy-bake---duo-de-esponjas-714347.html,Set/Estuche/Kit,,,,,,Todo tipo de pieles,Total,Natural,Polvo suelto
613,Rostro,Antiojeras & corrector,Tarte,Shape Tape™ Corrector,Corrector,30.0,69,4.1,4,2025-05-06,https://www.sephora.es/p/shape-tape%e2%84%a2-corrector---corrector-P1000202907.html,Standard,Vegano,,,,,,Total,Mate,Crema
614,Rostro,Polvos bronceadores,Tarte,Maneater™ Silk Stick Bronzer,Bronceador en Barra,31.0,0,0.0,3,2025-05-06,https://www.sephora.es/p/maneater%e2%84%a2-silk-stick-bronzer---bronceador-en-barra-P10056350.html,Standard,Vegano,,,,,Todo tipo de pieles,Total,,Crema
615,Rostro,Colorete,Tarte,Maneater™ Satin Blush Cheek Plump,Colorete,33.0,2,5.0,3,2025-05-06,https://www.sephora.es/p/maneater%e2%84%a2-satin-blush-cheek-plump---colorete-P1000202910.html,,Vegano,,,,,,Total,,Crema
616,Rostro,Colorete,Tarte,Amazonian Clay 12-hour Blush,Colorete,40.0,11,3.4,6,2025-05-06,https://www.sephora.es/p/amazonian-clay-12-hour-blush---colorete-P10056348.html,Standard,Vegano,,,,,Todo tipo de pieles,Total,Natural,Polvo compacto
617,Labios,Lápiz de labios,Tarte,Maracuja Juicy Lip Liner,Lápiz labial,26.0,2,5.0,7,2025-05-06,https://www.sephora.es/p/maracuja-juicy-lip-liner---l%c3%a1piz-labial-P10056352.html,Standard,Vegano,,"Hidratante, Larga duración, Voluminizador",,,Todo tipo de pieles,"Total, Media","Natural, Mate, Brillante",Liquido
618,Ojos,Máscara de pestañas,Huda Beauty,1 Coat Wow!,Minimáscara lift y volumen,15.0,527,4.0,0,2025-05-06,https://www.sephora.es/p/1-coat-wow---minim%c3%a1scara-lift-y-volumen-713715.html,Standard,,,,"Voluminizador, Efecto alargado",,,,,Crema
619,Rostro,Polvos bronceadores,Tarte,Key Largo Glow Bronzing Drops,Gotas Bronceadoras,36.0,11,4.5,0,2025-05-06,https://www.sephora.es/p/key-largo-glow-bronzing-drops---gotas-bronceadoras-711205.html,,Vegano,,,,,,Ligera,,Liquido
620,Estuches maquillaje,Estuches multi-usos,Merci Handy,Kit Soft Kisses Heroes,Aceite labial y cepillo exfoliante,12.99,1,2.0,0,2025-05-06,https://www.sephora.es/p/kit-soft-kisses-heroes---aceite-labial-y-cepillo-exfoliante-718129.html,,"Vegano, Clean at Sephora, Naturality",,,,,,,,
621,Rostro,Cremas BB & CC,Tarte,BB Blur Tinted Moisturizer,Crema Hidratante Con Color,40.0,124,4.1,4,2025-05-06,https://www.sephora.es/p/bb-blur-tinted-moisturizer---crema-hidratante-con-color-P10056349.html,Standard,Vegano,,,,,Todo tipo de pieles,Media,Natural,"Crema, Mousse"
622,Rostro,Iluminador,Tarte,Glow Tape™ Highlighter,Iluminador,37.0,2,2.5,0,2025-05-06,https://www.sephora.es/p/glow-tape%e2%84%a2-highlighter---iluminador-657718.html,Standard,Vegano,,,,,,Media,,Crema
623,Estuches maquillaje,Estuches de ojos,RMS Beauty,Duo Lift + Light Eyes,Dúo para los ojos,29.99,0,0.0,0,2025-05-06,https://www.sephora.es/p/duo-lift-light-eyes---duo-para-los-ojos-668388.html,Set/Estuche/Kit,,,,,,Todo tipo de pieles,,,
624,Estuches maquillaje,Estuches de rostro,Milk Makeup,The Icon Set,Base de Maquillaje Hidratante y Bronceador Crema en Stick,34.99,41,2.7,0,2025-05-06,https://www.sephora.es/p/the-icon-set---base-de-maquillaje-hidratante-y-bronceador-crema-en-stick-712500.html,,,,,,,,,,
625,Labios,Barra de labios,Anastasia Beverly Hills,Lip Velvet,Mousse Labial,31.0,1195,4.6,14,2025-05-06,https://www.sephora.es/p/lip-velvet---mousse-labial-P10056358.html,Standard,,,Larga duración,,,Todo tipo de pieles,,Brillante,Crema
